"sales_id","order_id","customer_id","customer_name","age","gender","city","state","product_id","product_name","product_type","size","colour","stok","harga_produk","harga_jual","quantity","total_price","order_date","delivery_date","delivery_time"
95,20,789,"Bone Perche",36,"Genderqueer","Aliceland","Western Australia",1114,"Cropped","Trousers","XL","indigo",58,99.0,115.0,3,345.0,"2021-01-13","2021-01-20",7
96,20,789,"Bone Perche",36,"Genderqueer","Aliceland","Western Australia",514,"Windbreaker","Jacket","XL","blue",59,109.0,102.0,3,306.0,"2021-01-13","2021-01-20",7
97,20,789,"Bone Perche",36,"Genderqueer","Aliceland","Western Australia",681,"Parka","Jacket","S","green",62,119.0,113.0,1,113.0,"2021-01-13","2021-01-20",7
98,20,789,"Bone Perche",36,"Genderqueer","Aliceland","Western Australia",1114,"Cropped","Trousers","XL","indigo",58,99.0,115.0,1,115.0,"2021-01-13","2021-01-20",7
99,21,124,"Pate De Ambrosis",54,"Non-binary","Donnellyfort","New South Wales",7,"Oxford Cloth","Shirt","M","orange",77,114.0,96.0,1,96.0,"2021-04-04","2021-04-17",13
100,21,124,"Pate De Ambrosis",54,"Non-binary","Donnellyfort","New South Wales",298,"Cuban Collar","Shirt","L","green",58,93.0,105.0,2,210.0,"2021-04-04","2021-04-17",13
101,21,124,"Pate De Ambrosis",54,"Non-binary","Donnellyfort","New South Wales",906,"Cords","Trousers","S","violet",65,113.0,94.0,2,188.0,"2021-04-04","2021-04-17",13
102,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",20,"Oxford Cloth","Shirt","XS","blue",47,114.0,96.0,1,96.0,"2021-05-28","2021-06-09",12
103,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",1040,"Relaxed Leg","Trousers","XS","indigo",60,95.0,90.0,2,180.0,"2021-05-28","2021-06-09",12
104,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",134,"Denim","Shirt","XL","indigo",58,115.0,92.0,1,92.0,"2021-05-28","2021-06-09",12
105,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",172,"Linen","Shirt","M","violet",44,116.0,91.0,2,182.0,"2021-05-28","2021-06-09",12
106,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",321,"Mandarin Collar","Shirt","S","orange",52,108.0,109.0,3,327.0,"2021-05-28","2021-06-09",12
107,22,180,"Nelli Engall",21,"Genderfluid","Chasemouth","Western Australia",912,"Drawstring","Trousers","M","red",70,104.0,96.0,1,96.0,"2021-05-28","2021-06-09",12
108,23,652,"Roley Cassedy",63,"Male","North Isabelleside","South Australia",238,"Chambray","Shirt","L","indigo",79,105.0,106.0,2,212.0,"2021-05-17","2021-05-22",5
109,23,652,"Roley Cassedy",63,"Male","North Isabelleside","South Australia",809,"Shearling","Jacket","XL","red",42,95.0,117.0,3,351.0,"2021-05-17","2021-05-22",5
110,24,469,"Faber Purcell",78,"Female","Andrewborough","New South Wales",8,"Oxford Cloth","Shirt","L","orange",48,114.0,96.0,1,96.0,"2021-09-04","2021-09-20",16
111,24,469,"Faber Purcell",78,"Female","Andrewborough","New South Wales",852,"Chinos","Trousers","M","yellow",58,100.0,113.0,2,226.0,"2021-09-04","2021-09-20",16
112,25,562,"Joy Mirrlees",58,"Agender","West Rubyland","Queensland",736,"Peacoat","Jacket","S","red",67,102.0,109.0,3,327.0,"2021-07-04","2021-07-08",4
113,25,562,"Joy Mirrlees",58,"Agender","West Rubyland","Queensland",593,"Bomber","Jacket","L","violet",68,90.0,100.0,2,200.0,"2021-07-04","2021-07-08",4
114,26,732,"Gorden Seago",80,"Genderfluid","Port Aaronton","Queensland",808,"Shearling","Jacket","L","red",40,95.0,117.0,2,234.0,"2021-04-25","2021-05-04",9
115,26,732,"Gorden Seago",80,"Genderfluid","Port Aaronton","Queensland",154,"Linen","Shirt","XL","yellow",54,116.0,91.0,3,273.0,"2021-04-25","2021-05-04",9
116,26,732,"Gorden Seago",80,"Genderfluid","Port Aaronton","Queensland",453,"Denim","Jacket","L","violet",50,92.0,107.0,1,107.0,"2021-04-25","2021-05-04",9
117,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",302,"Cuban Collar","Shirt","M","blue",55,93.0,105.0,2,210.0,"2021-05-16","2021-05-28",12
118,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",823,"Shearling","Jacket","L","green",66,95.0,117.0,1,117.0,"2021-05-16","2021-05-28",12
119,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",360,"Henley","Shirt","XS","yellow",42,92.0,94.0,1,94.0,"2021-05-16","2021-05-28",12
120,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",430,"Denim","Jacket","XS","yellow",52,92.0,107.0,1,107.0,"2021-05-16","2021-05-28",12
121,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",1027,"Relaxed Leg","Trousers","M","yellow",68,95.0,90.0,3,270.0,"2021-05-16","2021-05-28",12
122,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",603,"Cardigan","Jacket","L","orange",79,118.0,112.0,1,112.0,"2021-05-16","2021-05-28",12
123,27,443,"Melodee Spencley",49,"Bigender","Crooksshire","Victoria",843,"Chinos","Trousers","L","red",44,100.0,113.0,2,226.0,"2021-05-16","2021-05-28",12
124,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",19,"Oxford Cloth","Shirt","XL","green",42,114.0,96.0,2,192.0,"2021-08-19","2021-09-04",16
125,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",226,"Chambray","Shirt","S","green",63,105.0,106.0,2,212.0,"2021-08-19","2021-09-04",16
126,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",1158,"High-Waisted","Trousers","L","red",52,98.0,99.0,1,99.0,"2021-08-19","2021-09-04",16
127,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",730,"Trench Coat","Jacket","XS","violet",64,112.0,119.0,1,119.0,"2021-08-19","2021-09-04",16
128,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",2,"Oxford Cloth","Shirt","M","red",54,114.0,96.0,2,192.0,"2021-08-19","2021-09-04",16
129,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",761,"Peacoat","Jacket","S","indigo",49,102.0,109.0,2,218.0,"2021-08-19","2021-09-04",16
130,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",684,"Parka","Jacket","XL","green",55,119.0,113.0,3,339.0,"2021-08-19","2021-09-04",16
131,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",922,"Drawstring","Trousers","M","yellow",55,104.0,96.0,2,192.0,"2021-08-19","2021-09-04",16
132,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",1053,"Joggers","Trousers","L","red",63,94.0,93.0,2,186.0,"2021-08-19","2021-09-04",16
133,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",1259,"Tracksuit Bottoms","Trousers","XL","violet",60,91.0,112.0,3,336.0,"2021-08-19","2021-09-04",16
134,28,206,"Crin Johnikin",66,"Polygender","South Clairetown","Queensland",803,"Pullover","Jacket","L","violet",78,114.0,91.0,2,182.0,"2021-08-19","2021-09-04",16
135,29,993,"Orella Singyard",24,"Polygender","Michaelberg","Victoria",633,"Coach","Jacket","L","red",80,115.0,93.0,1,93.0,"2021-03-22","2021-03-28",6
136,29,993,"Orella Singyard",24,"Polygender","Michaelberg","Victoria",907,"Cords","Trousers","M","violet",77,113.0,94.0,3,282.0,"2021-03-22","2021-03-28",6
137,29,993,"Orella Singyard",24,"Polygender","Michaelberg","Victoria",246,"Polo","Shirt","S","red",60,117.0,95.0,2,190.0,"2021-03-22","2021-03-28",6
138,29,993,"Orella Singyard",24,"Polygender","Michaelberg","Victoria",762,"Peacoat","Jacket","M","indigo",52,102.0,109.0,3,327.0,"2021-03-22","2021-03-28",6
139,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",407,"Casual Slim Fit","Shirt","M","blue",61,113.0,119.0,2,238.0,"2021-07-07","2021-07-26",19
140,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",325,"Mandarin Collar","Shirt","XS","yellow",45,108.0,109.0,2,218.0,"2021-07-07","2021-07-26",19
141,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",2,"Oxford Cloth","Shirt","M","red",54,114.0,96.0,1,96.0,"2021-07-07","2021-07-26",19
142,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",411,"Casual Slim Fit","Shirt","S","indigo",65,113.0,119.0,2,238.0,"2021-07-07","2021-07-26",19
143,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",1167,"High-Waisted","Trousers","M","yellow",45,98.0,99.0,1,99.0,"2021-07-07","2021-07-26",19
144,30,260,"Whitney Scarman",27,"Female","Trompview","Tasmania",462,"Puffer","Jacket","M","orange",61,110.0,118.0,3,354.0,"2021-07-07","2021-07-26",19
145,31,727,"Herschel Verdey",26,"Female","Jacobport","New South Wales",484,"Puffer","Jacket","XL","indigo",60,110.0,118.0,2,236.0,"2021-03-11","2021-04-05",25
146,31,727,"Herschel Verdey",26,"Female","Jacobport","New South Wales",1071,"Joggers","Trousers","S","blue",50,94.0,93.0,1,93.0,"2021-03-11","2021-04-05",25
147,31,727,"Herschel Verdey",26,"Female","Jacobport","New South Wales",1245,"Tracksuit Bottoms","Trousers","XS","blue",42,91.0,112.0,1,112.0,"2021-03-11","2021-04-05",25
148,32,627,"Codie Everly",51,"Genderfluid","Port Christopher","South Australia",1096,"Cropped","Trousers","S","yellow",65,99.0,115.0,3,345.0,"2021-06-17","2021-07-14",27
149,32,627,"Codie Everly",51,"Genderfluid","Port Christopher","South Australia",323,"Mandarin Collar","Shirt","L","orange",56,108.0,109.0,1,109.0,"2021-06-17","2021-07-14",27
150,32,627,"Codie Everly",51,"Genderfluid","Port Christopher","South Australia",22,"Oxford Cloth","Shirt","M","blue",57,114.0,96.0,3,288.0,"2021-06-17","2021-07-14",27
151,33,588,"Nicole Cheel",48,"Genderfluid","West Danieltown","Victoria",486,"Puffer","Jacket","S","violet",46,110.0,118.0,2,236.0,"2021-07-01","2021-07-07",6
152,33,588,"Nicole Cheel",48,"Genderfluid","West Danieltown","Victoria",1173,"High-Waisted","Trousers","L","green",75,98.0,99.0,3,297.0,"2021-07-01","2021-07-07",6
153,33,588,"Nicole Cheel",48,"Genderfluid","West Danieltown","Victoria",322,"Mandarin Collar","Shirt","M","orange",78,108.0,109.0,3,327.0,"2021-07-01","2021-07-07",6
154,33,588,"Nicole Cheel",48,"Genderfluid","West Danieltown","Victoria",955,"Slim-Fit","Trousers","XS","yellow",59,119.0,97.0,3,291.0,"2021-07-01","2021-07-07",6
